hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,6,2016,January,2,5,0,2,1,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,61.0,0,0,Check-Out,2016-01-07
Resort Hotel,0,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,68.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,5,2016,January,2,4,1,3,1,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,61.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,68.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,2,No Deposit,174.0,0,Transient-Party,68.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,68.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,1,No Deposit,174.0,0,Transient-Party,68.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,68.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,68.0,1,0,Check-Out,2016-01-08
Resort Hotel,0,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,68.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,8,2016,January,2,5,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,99.0,0,Transient,38.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,0,2016,February,10,29,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,1,No Deposit,99.0,0,Transient,38.0,0,0,Check-Out,2016-03-03
Resort Hotel,0,0,2016,April,16,11,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,99.0,0,Transient,42.0,0,0,Check-Out,2016-04-14
Resort Hotel,0,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,68.0,0,0,Check-Out,2016-01-08
Resort Hotel,1,8,2016,May,21,20,0,1,1,0.0,0,BB,PRT,Groups,Corporate,1,1,1,D,D,1,Non Refund,174.0,0,Transient-Party,94.5,0,0,Canceled,2016-05-18
Resort Hotel,0,7,2016,January,2,6,0,2,1,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,61.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,5,2016,January,2,4,1,3,2,0.0,0,HB,PRT,Groups,Corporate,0,0,0,A,A,0,No Deposit,174.0,0,Transient-Party,118.0,0,0,Check-Out,2016-01-08
Resort Hotel,0,30,2016,January,3,11,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,108.0,0,Transient,30.0,0,0,Check-Out,2016-01-12
Resort Hotel,0,62,2017,March,11,13,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,108.0,0,Transient,35.0,0,0,Check-Out,2017-03-14
Resort Hotel,0,30,2016,January,3,11,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,108.0,0,Transient,30.0,0,0,Check-Out,2016-01-12
Resort Hotel,0,44,2017,June,23,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,108.0,0,Transient-Party,75.0,0,0,Check-Out,2017-06-08
Resort Hotel,0,0,2016,March,11,10,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,1,A,E,0,No Deposit,290.0,0,Transient,30.0,0,0,Check-Out,2016-03-11
Resort Hotel,0,5,2016,January,3,11,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,274.0,0,Transient,38.0,0,0,Check-Out,2016-01-12
Resort Hotel,0,17,2016,May,19,2,1,1,1,0.0,0,BB,PRT,Direct,Direct,1,0,2,D,D,0,No Deposit,399.0,0,Transient-Party,81.0,0,0,Check-Out,2016-05-03
Resort Hotel,0,0,2016,January,3,12,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,0,Transient,43.0,0,0,Check-Out,2016-01-13
Resort Hotel,0,8,2016,January,3,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,358.0,0,Transient,30.0,0,0,Check-Out,2016-01-14
Resort Hotel,1,11,2016,June,27,27,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,1,A,A,0,No Deposit,358.0,0,Transient,79.0,0,0,Canceled,2016-06-21
Resort Hotel,0,9,2016,January,3,14,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,361.0,0,Transient,43.0,0,1,Check-Out,2016-01-15
Resort Hotel,0,0,2016,January,3,15,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,110.0,0,Transient,38.0,0,0,Check-Out,2016-01-16
Resort Hotel,0,0,2016,March,11,8,0,3,2,0.0,0,BB,PRT,Direct,Direct,1,0,6,A,D,3,No Deposit,390.0,0,Transient,35.0,0,0,Check-Out,2016-03-11
Resort Hotel,0,0,2016,April,16,11,1,1,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,11,A,D,0,No Deposit,390.0,0,Transient,42.0,0,1,Check-Out,2016-04-12
Resort Hotel,0,0,2016,December,50,5,1,1,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,12,A,D,0,No Deposit,390.0,0,Transient,30.0,0,1,Check-Out,2016-12-07
Resort Hotel,0,1,2017,January,2,13,1,2,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,13,A,A,1,No Deposit,390.0,0,Transient,35.0,0,1,Check-Out,2017-01-16
Resort Hotel,0,0,2017,February,8,19,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,C,0,No Deposit,390.0,0,Transient-Party,35.0,0,2,Check-Out,2017-02-20
Resort Hotel,0,3,2017,February,8,20,1,2,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,C,1,No Deposit,390.0,0,Transient-Party,38.33,0,2,Check-Out,2017-02-23
Resort Hotel,0,1,2017,March,13,29,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,16,A,D,1,No Deposit,390.0,0,Transient,35.0,0,1,Check-Out,2017-03-30
Resort Hotel,0,1,2016,January,3,13,1,4,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,362.0,0,Transient,44.0,1,0,Check-Out,2016-01-18
Resort Hotel,0,3,2016,January,4,18,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,99.0,0,Transient,30.0,0,0,Check-Out,2016-01-19
Resort Hotel,0,1,2016,April,16,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,99.0,0,Transient,42.0,0,0,Check-Out,2016-04-13
Resort Hotel,0,1,2016,May,20,12,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,E,1,No Deposit,99.0,0,Transient,65.0,0,0,Check-Out,2016-05-12
Resort Hotel,0,3,2016,January,4,18,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,366.0,0,Transient,38.0,0,0,Check-Out,2016-01-19
Resort Hotel,0,0,2016,January,4,19,0,1,1,0.0,0,BB,ESP,Corporate,Corporate,0,0,0,A,D,0,No Deposit,372.0,0,Transient,39.0,1,0,Check-Out,2016-01-20
Resort Hotel,0,5,2016,January,4,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,E,0,No Deposit,365.0,0,Transient,30.0,0,0,Check-Out,2016-01-21
Resort Hotel,0,4,2016,January,4,18,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,99.0,0,Transient,30.0,0,0,Check-Out,2016-01-21
Resort Hotel,0,6,2016,January,4,19,0,2,1,0.0,0,BB,GBR,Complementary,Direct,0,0,0,A,F,4,No Deposit,277.0,0,Transient,65.0,0,0,Check-Out,2016-01-21
Resort Hotel,0,2,2016,January,4,20,0,1,3,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,C,1,No Deposit,331.0,0,Transient,67.5,0,1,Check-Out,2016-01-21
Resort Hotel,0,0,2016,January,4,20,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,109.0,0,Transient,30.0,0,0,Check-Out,2016-01-21
Resort Hotel,0,2,2016,February,9,24,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,14.0,0,Transient,30.0,0,0,Check-Out,2016-02-25
Resort Hotel,0,3,2016,January,4,21,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,47.0,0,Transient,30.0,0,0,Check-Out,2016-01-22
Resort Hotel,0,0,2016,February,8,15,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,47.0,0,Transient,30.0,0,0,Check-Out,2016-02-19
Resort Hotel,0,0,2016,March,12,14,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,47.0,0,Transient,30.0,0,0,Check-Out,2016-03-18
Resort Hotel,0,7,2016,January,4,18,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,94.0,0,Transient,27.0,0,0,Check-Out,2016-01-22
Resort Hotel,0,6,2016,November,47,14,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,94.0,0,Transient,27.0,0,0,Check-Out,2016-11-18
Resort Hotel,0,2,2017,January,4,25,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,94.0,0,Transient-Party,35.0,0,0,Check-Out,2017-01-27
Resort Hotel,0,7,2017,January,2,12,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,1,A,A,0,No Deposit,39.0,0,Group,38.0,1,0,Check-Out,2017-01-13
Resort Hotel,0,5,2017,March,11,14,0,2,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,2,A,F,0,No Deposit,39.0,0,Transient,38.5,1,1,Check-Out,2017-03-16
Resort Hotel,0,0,2017,May,22,29,1,1,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,3,A,A,0,No Deposit,39.0,0,Transient,52.0,1,1,Check-Out,2017-05-30
Resort Hotel,0,2,2017,July,29,19,0,1,1,0.0,0,BB,PRT,Corporate,TA/TO,1,0,4,A,C,1,No Deposit,39.0,0,Transient,142.0,1,1,Check-Out,2017-07-20
Resort Hotel,0,0,2016,January,5,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,154.0,0,Transient,27.0,0,0,Check-Out,2016-01-27
Resort Hotel,0,5,2016,January,5,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.0,0,Transient,25.0,1,0,Check-Out,2016-01-27
Resort Hotel,0,3,2016,January,5,25,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,207.0,0,Transient,33.0,1,0,Check-Out,2016-01-28
Resort Hotel,0,7,2016,January,5,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,358.0,0,Transient,30.0,0,0,Check-Out,2016-01-28
Resort Hotel,0,0,2016,June,24,6,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,G,2,No Deposit,269.0,0,Group,77.0,1,0,Check-Out,2016-06-09
Resort Hotel,0,5,2016,June,26,20,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,A,0,No Deposit,269.0,0,Transient,65.0,0,0,Check-Out,2016-06-22
Resort Hotel,0,6,2016,September,38,12,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,269.0,0,Transient,65.0,0,0,Check-Out,2016-09-15
Resort Hotel,0,8,2016,October,43,19,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,6,A,A,0,No Deposit,269.0,0,Transient,45.0,0,0,Check-Out,2016-10-21
Resort Hotel,0,3,2016,October,44,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,7,A,A,0,No Deposit,269.0,0,Transient,45.0,0,0,Check-Out,2016-10-28
Resort Hotel,0,1,2016,November,48,22,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,8,A,D,0,No Deposit,269.0,0,Transient,30.0,1,0,Check-Out,2016-11-23
Resort Hotel,0,3,2016,December,50,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,9,A,D,0,No Deposit,269.0,0,Transient,30.0,0,0,Check-Out,2016-12-07
Resort Hotel,0,4,2017,January,4,24,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,10,A,D,0,No Deposit,269.0,0,Transient,42.0,1,0,Check-Out,2017-01-26
Resort Hotel,0,6,2017,February,6,7,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,11,A,A,0,No Deposit,269.0,0,Transient,38.5,1,0,Check-Out,2017-02-08
Resort Hotel,0,4,2017,March,10,6,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,12,A,A,0,No Deposit,269.0,0,Transient,42.0,1,0,Check-Out,2017-03-09
Resort Hotel,0,2,2017,April,15,12,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,13,A,D,0,No Deposit,269.0,0,Transient,48.5,1,0,Check-Out,2017-04-13
Resort Hotel,0,8,2017,April,17,27,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,14,A,A,0,No Deposit,269.0,0,Transient,48.5,1,0,Check-Out,2017-04-28
Resort Hotel,0,8,2017,June,23,7,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,15,A,A,0,No Deposit,269.0,0,Transient,77.0,1,0,Check-Out,2017-06-09
Resort Hotel,0,3,2016,January,5,29,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,377.0,0,Transient,45.0,0,0,Check-Out,2016-01-30
Resort Hotel,0,6,2016,February,6,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,94.0,0,Transient,27.0,0,0,Check-Out,2016-02-03
Resort Hotel,0,5,2016,February,6,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.0,0,Transient,27.0,1,0,Check-Out,2016-02-03
Resort Hotel,0,4,2017,January,3,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,C,0,No Deposit,94.0,0,Transient,35.0,1,0,Check-Out,2017-01-18
Resort Hotel,0,3,2017,June,23,5,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,94.0,0,Transient,75.0,0,0,Check-Out,2017-06-06
Resort Hotel,0,3,2016,February,6,1,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,43.0,0,Transient,30.0,0,0,Check-Out,2016-02-03
Resort Hotel,0,5,2016,December,51,14,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,1,No Deposit,43.0,0,Transient,30.0,0,0,Check-Out,2016-12-16
Resort Hotel,0,1,2017,April,15,11,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,43.0,0,Transient,45.0,0,0,Check-Out,2017-04-13
Resort Hotel,0,0,2016,February,6,1,1,1,1,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,20.0,0,Transient,46.0,0,0,Check-Out,2016-02-03
Resort Hotel,0,4,2016,February,6,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,379.0,0,Transient,39.0,0,0,Check-Out,2016-02-03
Resort Hotel,0,5,2016,February,8,17,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,379.0,0,Transient,40.0,0,0,Check-Out,2016-02-18
Resort Hotel,0,2,2016,March,10,2,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,0,No Deposit,379.0,0,Transient,40.0,0,0,Check-Out,2016-03-03
Resort Hotel,0,2,2016,March,12,16,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,D,0,No Deposit,379.0,0,Transient,40.0,0,0,Check-Out,2016-03-17
Resort Hotel,0,2,2016,March,14,30,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,379.0,0,Transient,43.0,0,0,Check-Out,2016-03-31
Resort Hotel,0,2,2016,April,16,13,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,5,A,A,0,No Deposit,379.0,0,Transient,59.4,0,0,Check-Out,2016-04-14
Resort Hotel,0,0,2016,February,6,4,0,1,1,0.0,0,BB,NLD,Corporate,Corporate,1,0,0,A,D,2,No Deposit,22.0,0,Transient,30.0,1,0,Check-Out,2016-02-05
Resort Hotel,0,9,2016,February,6,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.0,0,Transient,27.0,0,0,Check-Out,2016-02-05
Resort Hotel,0,6,2016,November,45,3,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,94.0,0,Transient,27.0,0,0,Check-Out,2016-11-04
Resort Hotel,0,2,2016,February,6,4,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,94.0,0,Transient,27.0,1,0,Check-Out,2016-02-05
Resort Hotel,0,10,2016,February,6,1,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,94.0,0,Transient,33.0,1,0,Check-Out,2016-02-05
Resort Hotel,0,1,2016,February,6,4,0,1,1,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,20.0,0,Transient,46.0,0,0,Check-Out,2016-02-05
Resort Hotel,0,1,2016,February,6,4,0,1,1,0.0,0,HB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,20.0,0,Transient,46.0,0,0,Check-Out,2016-02-05
Resort Hotel,0,3,2016,February,6,1,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,378.0,0,Transient,39.0,0,0,Check-Out,2016-02-05
Resort Hotel,0,5,2017,January,4,23,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,378.0,0,Transient,35.0,0,0,Check-Out,2017-01-27
Resort Hotel,0,6,2017,March,13,27,1,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,0,No Deposit,378.0,0,Transient,35.0,0,1,Check-Out,2017-03-31
Resort Hotel,0,1,2017,March,10,10,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,1,0,1,A,A,0,No Deposit,330.0,0,Group,34.0,0,1,Check-Out,2017-03-11
Resort Hotel,0,4,2016,February,7,8,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,83.0,0,Transient,30.0,0,0,Check-Out,2016-02-09
Resort Hotel,0,26,2016,February,7,9,1,5,2,0.0,0,SC,PRT,Direct,Direct,0,0,0,A,I,5,No Deposit,364.0,0,Transient-Party,65.0,0,1,Check-Out,2016-02-15
Resort Hotel,0,26,2016,February,7,9,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,364.0,0,Transient-Party,35.0,0,1,Check-Out,2016-02-12
Resort Hotel,0,26,2016,February,7,9,0,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,364.0,0,Transient-Party,35.0,0,1,Check-Out,2016-02-12
Resort Hotel,0,33,2016,February,7,9,0,1,1,0.0,0,BB,AUS,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,360.0,0,Transient,50.0,0,0,Check-Out,2016-02-10
Resort Hotel,0,7,2016,February,8,15,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,144.0,0,Transient,27.0,0,0,Check-Out,2016-02-16
Resort Hotel,0,0,2016,February,8,15,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,83.0,0,Transient,30.0,0,0,Check-Out,2016-02-16
Resort Hotel,0,3,2017,February,8,20,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,D,0,No Deposit,83.0,0,Transient,35.0,0,0,Check-Out,2017-02-21
Resort Hotel,0,5,2016,February,8,16,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,366.0,0,Transient,40.0,0,0,Check-Out,2016-02-17
Resort Hotel,0,5,2016,February,8,16,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,366.0,0,Transient,40.0,0,0,Check-Out,2016-02-17
Resort Hotel,0,40,2016,February,8,17,0,1,2,0.0,0,BB,GBR,Corporate,Corporate,0,0,0,E,E,0,No Deposit,360.0,0,Transient,61.0,0,0,Check-Out,2016-02-18
Resort Hotel,0,3,2016,February,8,15,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,1,No Deposit,99.0,0,Transient,30.0,0,0,Check-Out,2016-02-18
Resort Hotel,0,10,2016,March,12,14,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,2,No Deposit,99.0,0,Transient,37.0,0,0,Check-Out,2016-03-17
Resort Hotel,1,4,2016,April,15,4,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,D,2,No Deposit,99.0,0,Transient,67.5,0,0,Canceled,2016-04-04
Resort Hotel,0,0,2016,April,18,26,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,1,2,A,D,0,No Deposit,99.0,0,Transient,42.0,0,0,Check-Out,2016-04-28
Resort Hotel,0,0,2016,April,18,26,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,401.0,0,Transient,45.0,0,0,Check-Out,2016-04-27
Resort Hotel,0,2,2016,February,8,17,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,47.0,0,Transient,36.0,1,0,Check-Out,2016-02-19
Resort Hotel,0,0,2017,March,13,28,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,4,A,D,0,No Deposit,47.0,0,Transient,35.0,0,0,Check-Out,2017-03-29
Resort Hotel,0,6,2016,February,8,16,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,62.0,0,Transient,30.0,0,0,Check-Out,2016-02-19
Resort Hotel,0,6,2016,February,8,16,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,62.0,0,Transient,30.0,0,0,Check-Out,2016-02-19
Resort Hotel,0,1,2016,February,8,17,0,2,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,232.0,0,Transient,46.0,1,0,Check-Out,2016-02-19
Resort Hotel,0,4,2016,May,23,31,0,1,1,0.0,0,BB,PRT,Corporate,Direct,1,0,1,A,A,0,No Deposit,232.0,0,Transient,57.0,1,0,Check-Out,2016-06-01
Resort Hotel,0,2,2016,February,9,21,1,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,3,No Deposit,113.0,0,Transient,41.0,1,0,Check-Out,2016-02-22
Resort Hotel,0,3,2016,May,21,19,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,113.0,0,Transient,53.0,1,0,Check-Out,2016-05-21
Resort Hotel,0,0,2016,February,9,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,0,A,E,0,No Deposit,287.0,0,Transient,65.0,0,0,Check-Out,2016-02-25
Resort Hotel,0,7,2016,February,9,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,192.0,0,Transient,33.0,0,0,Check-Out,2016-02-26
Resort Hotel,0,0,2017,February,8,21,0,1,1,0.0,0,BB,PRT,Corporate,Direct,1,0,3,A,A,0,No Deposit,255.0,0,Transient,38.5,1,0,Check-Out,2017-02-22
Resort Hotel,0,35,2016,February,9,24,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,86.0,0,Transient,38.0,0,0,Check-Out,2016-02-26
Resort Hotel,0,8,2016,February,9,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,92.0,0,Transient,30.0,0,0,Check-Out,2016-02-26
Resort Hotel,0,8,2017,April,14,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,511.0,0,Transient,45.0,0,0,Check-Out,2017-04-07
Resort Hotel,0,8,2016,February,9,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,92.0,0,Transient,30.0,1,0,Check-Out,2016-02-26
Resort Hotel,0,8,2017,April,14,6,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,511.0,0,Transient,45.0,0,0,Check-Out,2017-04-07
Resort Hotel,0,9,2016,February,9,25,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,0,No Deposit,82.0,0,Transient,30.0,0,0,Check-Out,2016-02-26
Resort Hotel,0,4,2017,March,11,13,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,1,A,A,0,No Deposit,82.0,0,Transient,35.0,0,0,Check-Out,2017-03-14
Resort Hotel,0,0,2016,February,9,23,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,D,1,No Deposit,384.0,0,Transient-Party,30.0,0,0,Check-Out,2016-02-26
Resort Hotel,0,0,2016,April,16,11,1,1,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,2,A,A,2,No Deposit,384.0,0,Transient-Party,42.0,0,0,Check-Out,2016-04-13
Resort Hotel,0,0,2016,April,18,26,0,3,1,0.0,0,BB,PRT,Corporate,Corporate,1,0,3,A,C,1,No Deposit,384.0,0,Transient,42.0,0,0,Check-Out,2016-04-29
