hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,1,14,2016,March,13,26,1,1,3,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,182.0,0,0,Canceled,2016-03-21
City Hotel,0,17,2015,October,41,4,2,3,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,95.0,0,0,Check-Out,2015-10-09
Resort Hotel,0,0,2016,April,16,12,0,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,3,A,C,1,No Deposit,0,Transient,62.0,1,0,Check-Out,2016-04-14
City Hotel,0,51,2016,August,35,23,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,0,Transient,158.4,1,1,Check-Out,2016-08-25
City Hotel,0,127,2016,July,31,28,2,3,3,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,141.3,0,0,Check-Out,2016-08-02
City Hotel,1,267,2016,September,40,30,1,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,0,Transient,95.0,0,0,Canceled,2016-02-09
Resort Hotel,0,45,2015,December,52,25,2,3,2,2.0,0,BB,ESP,Offline TA/TO,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,46.0,0,0,Check-Out,2015-12-30
City Hotel,0,5,2016,December,53,28,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,84.8,0,0,Check-Out,2016-12-29
City Hotel,1,111,2017,June,22,2,1,2,2,1.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,162.0,0,1,Canceled,2017-02-17
City Hotel,0,16,2017,May,18,1,1,1,2,0.0,0,SC,AUT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,120.0,0,2,Check-Out,2017-05-03
Resort Hotel,0,63,2016,December,53,25,2,4,2,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,53.33,0,2,Check-Out,2016-12-31
City Hotel,0,83,2016,May,19,1,2,3,2,0.0,0,BB,CHL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,132.6,0,1,Check-Out,2016-05-06
Resort Hotel,0,1,2017,August,34,23,0,1,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,209.0,0,2,Check-Out,2017-08-24
City Hotel,0,55,2015,September,37,6,2,0,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,B,1,No Deposit,0,Transient-Party,0.0,0,0,Check-Out,2015-09-08
City Hotel,0,29,2016,September,38,17,1,1,2,0.0,0,BB,BRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,95.0,0,0,Check-Out,2016-09-19
Resort Hotel,0,0,2015,December,49,1,0,1,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,38.0,1,1,Check-Out,2015-12-02
Resort Hotel,0,176,2016,June,23,2,0,1,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,78.0,0,0,Check-Out,2016-06-03
Resort Hotel,0,62,2017,April,16,19,1,4,1,0.0,0,BB,ITA,Groups,Corporate,1,0,0,A,D,1,No Deposit,0,Transient-Party,85.0,1,0,Check-Out,2017-04-24
Resort Hotel,0,7,2015,October,41,7,0,3,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,70.5,0,1,Check-Out,2015-10-10
City Hotel,0,14,2016,February,6,4,1,3,1,0.0,0,BB,POL,Corporate,Corporate,0,0,0,E,E,3,No Deposit,0,Transient-Party,86.0,0,0,Check-Out,2016-02-08
City Hotel,1,91,2016,October,41,8,2,2,2,0.0,0,BB,SWE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,118.8,0,1,Canceled,2016-09-12
City Hotel,0,133,2016,July,29,13,0,4,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,81.25,0,1,Check-Out,2016-07-17
Resort Hotel,1,25,2016,November,48,25,1,2,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,45.36,0,0,Canceled,2016-11-07
Resort Hotel,0,1,2017,July,29,18,0,4,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,0,Transient,233.0,0,1,Check-Out,2017-07-22
City Hotel,0,127,2016,September,39,18,2,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,143.1,0,1,Check-Out,2016-09-22
City Hotel,0,79,2017,April,15,11,0,3,1,0.0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,85.47,0,1,Check-Out,2017-04-14
City Hotel,0,154,2016,May,23,30,1,4,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,0,Check-Out,2016-06-04
City Hotel,0,169,2016,April,17,22,2,2,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,48,Transient-Party,77.0,0,1,Check-Out,2016-04-26
City Hotel,1,51,2016,August,34,18,0,2,2,1.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,152.1,0,0,Canceled,2016-07-08
Resort Hotel,0,76,2016,May,21,18,1,4,2,0.0,0,HB,FRA,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,0,Transient,179.0,1,0,Check-Out,2016-05-23
Resort Hotel,0,36,2016,August,35,22,2,5,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,D,D,1,No Deposit,0,Transient,251.14,0,1,Check-Out,2016-08-29
City Hotel,0,62,2017,April,14,6,2,5,3,1.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,0,Transient,138.57,0,2,Check-Out,2017-04-13
City Hotel,1,9,2016,June,24,10,1,2,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,221.0,0,0,Canceled,2016-06-06
City Hotel,0,43,2016,February,9,25,2,3,2,2.0,0,BB,ITA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,152.05,0,0,Check-Out,2016-03-01
City Hotel,0,125,2015,October,43,20,1,5,1,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,2,Check-Out,2015-10-26
Resort Hotel,0,3,2016,April,17,23,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,68.85,0,0,Check-Out,2016-04-24
City Hotel,0,12,2016,February,7,7,2,3,1,2.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,97.1,0,1,Check-Out,2016-02-12
City Hotel,0,26,2017,June,25,19,1,4,0,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,D,K,2,No Deposit,0,Transient,90.0,0,1,Check-Out,2017-06-24
Resort Hotel,0,4,2016,February,8,16,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,25.0,0,0,Check-Out,2016-02-17
Resort Hotel,0,39,2016,July,30,17,2,0,2,2.0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,0,Transient,271.0,0,0,Check-Out,2016-07-19
Resort Hotel,1,258,2017,May,20,15,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,54.0,0,0,Canceled,2016-10-18
City Hotel,0,2,2016,April,15,6,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,0,Transient,150.33,0,0,Check-Out,2016-04-09
City Hotel,1,187,2017,July,30,25,0,3,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,175.5,0,0,Canceled,2017-06-20
City Hotel,0,87,2015,December,53,29,0,3,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,0,Transient-Party,95.7,0,1,Check-Out,2016-01-01
City Hotel,0,183,2017,August,31,5,2,5,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,95.46,0,1,Check-Out,2017-08-12
City Hotel,0,54,2015,October,40,3,2,1,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,100.2,0,1,Check-Out,2015-10-06
City Hotel,0,47,2016,November,48,21,1,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,68.07,0,1,Check-Out,2016-11-26
City Hotel,0,206,2017,July,30,27,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,130.5,0,2,Check-Out,2017-07-29
Resort Hotel,0,32,2015,August,35,28,1,2,2,0.0,0,BB,MAR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,122.0,0,1,Check-Out,2015-08-31
City Hotel,0,78,2016,March,11,7,1,2,2,0.0,0,BB,USA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,65.58,0,0,Check-Out,2016-03-10
City Hotel,1,52,2017,February,7,13,1,3,1,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,74.8,0,0,Canceled,2016-12-31
City Hotel,0,114,2016,May,21,16,1,1,2,0.0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,94.5,0,0,Check-Out,2016-05-18
Resort Hotel,0,107,2016,May,19,5,4,10,2,0.0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Contract,72.75,0,2,Check-Out,2016-05-19
City Hotel,0,7,2016,July,30,23,0,1,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,173.95,0,1,Check-Out,2016-07-24
City Hotel,1,126,2016,November,45,4,0,1,2,0.0,0,SC,NLD,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,1,Canceled,2016-07-06
Resort Hotel,0,24,2015,November,45,3,2,10,2,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,1,No Deposit,0,Transient-Party,49.5,1,0,Check-Out,2015-11-15
Resort Hotel,0,5,2017,July,30,25,0,1,1,0.0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,0,Group,190.0,0,0,Check-Out,2017-07-26
City Hotel,0,28,2015,December,51,17,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,87.0,0,1,Check-Out,2015-12-18
Resort Hotel,1,16,2017,March,10,9,0,3,1,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,55.0,0,0,Canceled,2017-02-21
Resort Hotel,0,83,2016,May,22,24,0,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,83.93,0,1,Check-Out,2016-05-28
Resort Hotel,0,284,2017,June,24,17,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,0,Transient,100.03,1,2,Check-Out,2017-06-20
Resort Hotel,0,1,2016,March,11,7,1,0,1,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient-Party,40.0,0,0,Check-Out,2016-03-08
Resort Hotel,1,184,2017,May,22,28,4,6,1,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,49.2,0,0,Canceled,2017-03-13
City Hotel,0,47,2017,May,20,15,1,2,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,164.0,0,0,Check-Out,2017-05-18
Resort Hotel,0,46,2015,July,31,27,1,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,133.0,0,0,Check-Out,2015-08-02
City Hotel,0,60,2017,June,24,11,2,0,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,89.1,0,3,Check-Out,2017-06-13
City Hotel,0,35,2016,November,47,15,0,3,1,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,96.0,0,2,Check-Out,2016-11-18
Resort Hotel,1,142,2017,March,10,6,1,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,37.8,0,0,Canceled,2016-10-15
Resort Hotel,0,54,2016,August,35,24,0,3,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,189.0,0,0,Check-Out,2016-08-27
City Hotel,0,57,2017,August,31,3,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,140.0,0,1,Check-Out,2017-08-05
City Hotel,0,80,2016,April,16,11,1,2,2,0.0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,80.75,0,0,Check-Out,2016-04-14
Resort Hotel,0,0,2017,June,25,21,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,135.0,0,0,Check-Out,2017-06-23
City Hotel,0,16,2017,March,12,23,0,1,1,0.0,0,BB,ITA,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,93.0,0,0,Check-Out,2017-03-24
City Hotel,0,248,2017,April,15,9,2,0,2,0.0,0,BB,DEU,Groups,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,80.0,0,1,Check-Out,2017-04-11
Resort Hotel,0,28,2016,February,8,20,2,3,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,40.5,0,0,Check-Out,2016-02-25
Resort Hotel,0,1,2017,May,20,16,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,102.0,1,0,Check-Out,2017-05-17
City Hotel,1,30,2016,March,14,31,0,2,2,0.0,0,BB,IRN,Direct,Direct,0,0,0,E,F,0,No Deposit,0,Transient,165.0,0,0,No-Show,2016-03-31
City Hotel,0,79,2016,September,37,4,2,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.5,0,0,Check-Out,2016-09-07
City Hotel,0,71,2016,April,15,3,2,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,87.13,0,1,Check-Out,2016-04-07
Resort Hotel,1,96,2016,August,32,5,0,2,2,0.0,0,HB,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,233.0,0,0,Canceled,2016-07-12
Resort Hotel,0,45,2016,March,10,1,0,5,2,0.0,0,HB,DEU,Groups,Direct,0,0,0,E,G,1,No Deposit,0,Transient,106.0,0,1,Check-Out,2016-03-06
City Hotel,1,318,2017,June,24,15,1,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,109.8,0,1,Canceled,2017-02-21
Resort Hotel,0,335,2016,September,38,14,2,5,2,0.0,0,BB,GBR,Groups,Direct,0,0,0,A,A,1,No Deposit,0,Transient-Party,78.0,1,0,Check-Out,2016-09-21
City Hotel,0,0,2015,August,34,19,0,2,2,0.0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,97.0,0,1,Check-Out,2015-08-21
Resort Hotel,0,40,2015,August,34,20,2,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,0,Transient,176.8,1,1,Check-Out,2015-08-25
City Hotel,1,67,2017,March,11,17,0,1,2,0.0,0,SC,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,79.2,0,0,Canceled,2017-01-10
City Hotel,1,274,2017,June,23,4,2,4,2,0.0,0,HB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,156.6,0,2,Canceled,2016-11-01
Resort Hotel,0,0,2016,March,12,19,0,1,2,0.0,0,BB,BRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,58.0,0,0,Check-Out,2016-03-20
City Hotel,1,96,2016,September,40,26,1,2,2,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,135.9,0,0,Canceled,2016-08-06
City Hotel,0,15,2016,September,36,2,0,2,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,138.0,0,2,Check-Out,2016-09-04
Resort Hotel,1,25,2017,July,30,26,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,245.0,0,1,Canceled,2017-07-02
Resort Hotel,0,258,2015,September,38,17,0,2,1,0.0,0,HB,PRT,Groups,TA/TO,0,0,0,A,B,2,No Deposit,0,Transient-Party,59.85,0,0,Check-Out,2015-09-19
City Hotel,1,172,2017,July,27,3,1,3,3,0.0,0,BB,BRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,153.9,0,0,Canceled,2017-01-14
City Hotel,0,25,2017,June,26,27,0,1,2,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient-Party,100.0,0,0,Check-Out,2017-06-28
City Hotel,1,23,2016,June,23,1,0,2,3,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,159.0,0,0,Canceled,2016-05-11
City Hotel,1,21,2017,August,31,1,0,1,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,108.0,0,1,Canceled,2017-07-14
City Hotel,0,145,2016,April,18,29,2,4,1,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,69.56,0,0,Check-Out,2016-05-05
City Hotel,0,1,2017,January,1,4,0,3,2,0.0,0,BB,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,99.1,1,1,Check-Out,2017-01-07
City Hotel,0,137,2017,March,10,6,1,1,1,0.0,0,BB,ISR,Groups,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient-Party,65.0,0,0,Check-Out,2017-03-08
Resort Hotel,1,267,2017,April,15,14,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,59.79,0,0,Canceled,2016-07-21
City Hotel,0,34,2016,April,16,16,2,2,3,0.0,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,135.45,0,1,Check-Out,2016-04-20
Resort Hotel,1,164,2017,July,31,31,1,4,2,0.0,0,BB,CHE,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,218.0,0,0,Canceled,2017-06-07
Resort Hotel,1,237,2017,July,27,4,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,163.43,0,1,Canceled,2016-11-29
City Hotel,0,141,2015,September,39,20,1,0,2,0.0,0,BB,CN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.0,0,1,Check-Out,2015-09-21
City Hotel,1,32,2017,May,21,26,1,2,2,0.0,0,SC,BRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,160.0,0,2,Canceled,2017-05-03
City Hotel,0,63,2015,September,36,2,0,3,2,0.0,0,BB,BRA,Groups,TA/TO,0,0,0,A,B,0,No Deposit,0,Transient,60.0,0,1,Check-Out,2015-09-05
Resort Hotel,0,0,2016,February,6,2,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient,39.0,0,0,Check-Out,2016-02-03
City Hotel,1,80,2016,May,20,14,2,1,2,0.0,0,BB,AUT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,126.9,0,0,Canceled,2016-02-24
City Hotel,0,1,2015,August,32,8,1,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,75.0,0,0,Check-Out,2015-08-10
Resort Hotel,1,145,2017,June,26,27,0,1,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,80.0,0,0,Canceled,2017-02-02
City Hotel,0,1,2016,February,7,12,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,1,11,22,A,A,0,No Deposit,0,Transient,79.0,0,1,Check-Out,2016-02-14
Resort Hotel,0,13,2016,August,33,9,0,3,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,0,Transient,261.0,0,0,Check-Out,2016-08-12
City Hotel,0,54,2016,July,27,2,0,1,2,0.0,0,SC,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,107.1,0,1,Check-Out,2016-07-03
City Hotel,1,35,2016,October,44,28,0,2,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,109.0,0,1,Canceled,2016-10-27
City Hotel,0,118,2017,July,28,15,2,1,2,2.0,0,BB,SWE,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,0,Transient,230.0,0,0,Check-Out,2017-07-18
Resort Hotel,0,155,2016,June,25,17,0,1,2,0.0,0,BB,CHE,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,78.0,0,2,Check-Out,2016-06-18
Resort Hotel,0,222,2017,June,25,23,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,76.23,0,1,Check-Out,2017-06-28
Resort Hotel,0,3,2016,July,30,23,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,189.0,0,2,Check-Out,2016-07-26
Resort Hotel,1,1,2015,August,33,12,0,1,2,0.0,1,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,0,Transient,191.0,0,2,Canceled,2015-08-12
City Hotel,1,8,2016,November,49,30,0,2,2,0.0,0,BB,PRT,Groups,Direct,0,0,0,A,A,0,No Deposit,0,Transient-Party,90.0,0,1,Canceled,2016-11-25
Resort Hotel,0,0,2015,August,36,30,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,120.6,0,0,Check-Out,2015-08-31
Resort Hotel,0,0,2015,October,44,26,1,2,1,0.0,0,BB,PRT,Corporate,Corporate,0,0,0,A,A,0,No Deposit,0,Transient,48.0,0,0,Check-Out,2015-10-29
City Hotel,0,91,2016,October,42,12,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,113.4,0,0,Check-Out,2016-10-14
City Hotel,1,156,2016,August,35,23,0,2,3,0.0,0,BB,BEL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,137.7,0,0,Canceled,2016-05-08
City Hotel,0,97,2015,December,53,28,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,53.38,0,0,Check-Out,2016-01-01
City Hotel,1,37,2016,March,13,25,0,1,2,1.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,0,Transient,143.1,0,1,Canceled,2016-02-20
Resort Hotel,1,39,2015,July,30,25,0,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.6,0,0,Canceled,2015-07-11
Resort Hotel,1,63,2016,October,44,24,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,58.0,0,2,Canceled,2016-09-13
City Hotel,1,31,2016,August,32,6,2,1,2,0.0,0,SC,CHN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,125.1,0,0,Canceled,2016-07-20
Resort Hotel,0,5,2017,February,8,22,0,1,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,30.0,0,0,Check-Out,2017-02-23
Resort Hotel,1,71,2016,October,43,18,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,44.66,0,1,Canceled,2016-09-20
City Hotel,0,4,2016,April,17,17,2,1,2,2.0,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,0,Transient,152.85,0,2,Check-Out,2016-04-20
Resort Hotel,0,88,2015,July,29,13,3,5,2,0.0,0,BB,FIN,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,0,Contract,96.3,0,0,Check-Out,2015-07-21
Resort Hotel,0,222,2017,April,16,22,2,4,2,0.0,0,HB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,0,Transient,116.8,1,1,Check-Out,2017-04-28
City Hotel,0,15,2015,September,37,8,2,5,2,0.0,0,BB,FRA,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,111.71,0,0,Check-Out,2015-09-15
City Hotel,1,81,2016,April,15,3,2,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,73.9,0,0,Canceled,2016-04-03
Resort Hotel,0,220,2017,August,34,22,0,5,2,2.0,0,BB,ESP,Online TA,TA/TO,0,0,0,G,G,2,No Deposit,0,Transient,258.0,0,1,Check-Out,2017-08-27
City Hotel,1,181,2017,August,32,6,2,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,112.5,0,0,Canceled,2017-02-07
Resort Hotel,0,0,2016,May,21,19,0,1,1,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,0,Transient-Party,72.0,0,0,Check-Out,2016-05-20
City Hotel,0,93,2016,July,28,5,0,4,2,0.0,0,SC,NOR,Direct,Direct,0,0,0,A,A,0,No Deposit,0,Transient,78.85,0,0,Check-Out,2016-07-09
City Hotel,0,14,2017,February,7,18,2,3,2,0.0,1,HB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,120.36,0,3,Check-Out,2017-02-23
Resort Hotel,0,193,2016,August,32,6,2,4,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,172.0,1,1,Check-Out,2016-08-12
City Hotel,1,55,2016,September,38,12,1,0,2,0.0,0,SC,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,134.1,0,1,Canceled,2016-09-08
City Hotel,1,178,2016,August,34,18,0,3,1,1.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,0,Transient,124.5,0,0,Canceled,2016-02-22
City Hotel,0,35,2016,October,41,7,0,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,0,Transient,157.5,0,1,Check-Out,2016-10-09
